received_seq,action,scheduled_delay_s,receive_time_s,release_time_s
629,forwarded,0.000000,81.420000,81.420000
630,forwarded,0.000000,81.540000,81.540000
631,forwarded,0.000000,81.660000,81.660000
632,forwarded,0.000000,81.760000,81.760000
633,forwarded,0.000000,81.880000,81.880000
634,forwarded,0.000000,81.980000,81.980000
635,forwarded,0.000000,82.100000,82.100000
636,forwarded,0.000000,82.200000,82.200000
637,forwarded,0.000000,82.320000,82.320000
638,forwarded,0.000000,82.420000,82.420000
639,forwarded,0.000000,82.540000,82.540000
640,forwarded,0.000000,82.660000,82.660000
641,forwarded,0.000000,82.760000,82.760000
642,forwarded,0.000000,82.880000,82.880000
643,forwarded,0.000000,82.980000,82.980000
644,forwarded,0.000000,83.100000,83.100000
645,forwarded,0.000000,83.200000,83.200000
646,forwarded,0.000000,83.320000,83.320000
647,forwarded,0.000000,83.420000,83.420000
648,forwarded,0.000000,83.540000,83.540000
649,forwarded,0.000000,83.660000,83.660000
650,forwarded,0.000000,83.760000,83.760000
651,forwarded,0.000000,83.880000,83.880000
652,forwarded,0.000000,83.980000,83.980000
653,forwarded,0.000000,84.100000,84.100000
654,forwarded,0.000000,84.200000,84.200000
655,forwarded,0.000000,84.320000,84.320000
656,forwarded,0.000000,84.420000,84.420000
657,forwarded,0.000000,84.540000,84.540000
658,forwarded,0.000000,84.660000,84.660000
659,forwarded,0.000000,84.760000,84.760000
660,forwarded,0.000000,84.880000,84.880000
661,forwarded,0.000000,84.980000,84.980000
662,forwarded,0.000000,85.100000,85.100000
663,forwarded,0.000000,85.200000,85.200000
664,forwarded,0.000000,85.320000,85.320000
665,forwarded,0.000000,85.420000,85.420000
666,forwarded,0.000000,85.540000,85.540000
667,forwarded,0.000000,85.660000,85.660000
668,forwarded,0.000000,85.760000,85.760000
669,forwarded,0.000000,85.880000,85.880000
670,forwarded,0.000000,85.980000,85.980000
671,forwarded,0.000000,86.100000,86.100000
672,forwarded,0.000000,86.200000,86.200000
673,forwarded,0.000000,86.320000,86.320000
674,forwarded,0.000000,86.420000,86.420000
675,forwarded,0.000000,86.540000,86.540000
676,forwarded,0.000000,86.660000,86.660000
677,forwarded,0.000000,86.760000,86.760000
678,forwarded,0.000000,86.880000,86.880000
679,forwarded,0.000000,86.980000,86.980000
680,forwarded,0.000000,87.100000,87.100000
681,forwarded,0.000000,87.200000,87.200000
682,forwarded,0.000000,87.320000,87.320000
683,forwarded,0.000000,87.420000,87.420000
684,forwarded,0.000000,87.540000,87.540000
685,forwarded,0.000000,87.660000,87.660000
686,forwarded,0.000000,87.760000,87.760000
687,forwarded,0.000000,87.880000,87.880000
688,forwarded,0.000000,87.980000,87.980000
689,forwarded,0.000000,88.100000,88.100000
690,forwarded,0.000000,88.200000,88.200000
691,forwarded,0.000000,88.320000,88.320000
692,forwarded,0.000000,88.420000,88.420000
693,forwarded,0.000000,88.540000,88.540000
694,forwarded,0.000000,88.660000,88.660000
695,forwarded,0.000000,88.760000,88.760000
696,forwarded,0.000000,88.880000,88.880000
697,forwarded,0.000000,88.980000,88.980000
698,forwarded,0.000000,89.100000,89.100000
699,forwarded,0.000000,89.200000,89.200000
700,forwarded,0.000000,89.320000,89.320000
701,forwarded,0.000000,89.420000,89.420000
702,forwarded,0.000000,89.540000,89.540000
703,forwarded,0.000000,89.660000,89.660000
704,forwarded,0.000000,89.760000,89.760000
705,forwarded,0.000000,89.880000,89.880000
706,forwarded,0.000000,89.980000,89.980000
707,forwarded,0.000000,90.100000,90.100000
708,forwarded,0.000000,90.200000,90.200000
709,forwarded,0.000000,90.320000,90.320000
710,forwarded,0.000000,90.420000,90.420000
711,forwarded,0.000000,90.540000,90.540000
712,forwarded,0.000000,90.660000,90.660000
713,forwarded,0.000000,90.760000,90.760000
714,forwarded,0.000000,90.880000,90.880000
715,forwarded,0.000000,90.980000,90.980000
716,forwarded,0.000000,91.100000,91.100000
717,forwarded,0.000000,91.200000,91.200000
718,forwarded,0.000000,91.320000,91.320000
719,forwarded,0.000000,91.420000,91.420000
720,forwarded,0.000000,91.540000,91.540000
721,forwarded,0.000000,91.660000,91.660000
722,forwarded,0.000000,91.760000,91.760000
723,forwarded,0.000000,91.880000,91.880000
724,forwarded,0.000000,91.980000,91.980000
725,forwarded,0.000000,92.100000,92.100000
726,forwarded,0.000000,92.200000,92.200000
727,forwarded,0.000000,92.320000,92.320000
728,forwarded,0.000000,92.420000,92.420000
729,forwarded,0.000000,92.540000,92.540000
730,forwarded,0.000000,92.660000,92.660000
731,forwarded,0.000000,92.760000,92.760000
732,forwarded,0.000000,92.880000,92.880000
733,forwarded,0.000000,92.980000,92.980000
734,forwarded,0.000000,93.100000,93.100000
735,forwarded,0.000000,93.200000,93.200000
736,forwarded,0.000000,93.320000,93.320000
737,forwarded,0.000000,93.420000,93.420000
738,forwarded,0.000000,93.540000,93.540000
739,forwarded,0.000000,93.660000,93.660000
740,forwarded,0.000000,93.760000,93.760000
741,forwarded,0.000000,93.880000,93.880000
742,forwarded,0.000000,93.980000,93.980000
743,forwarded,0.000000,94.100000,94.100000
744,forwarded,0.000000,94.200000,94.200000
745,forwarded,0.000000,94.320000,94.320000
746,forwarded,0.000000,94.420000,94.420000
747,forwarded,0.000000,94.540000,94.540000
748,forwarded,0.000000,94.660000,94.660000
749,forwarded,0.000000,94.760000,94.760000
750,forwarded,0.000000,94.880000,94.880000
751,forwarded,0.000000,94.980000,94.980000
752,forwarded,0.000000,95.100000,95.100000
753,forwarded,0.000000,95.200000,95.200000
754,forwarded,0.000000,95.320000,95.320000
755,forwarded,0.000000,95.420000,95.420000
756,forwarded,0.000000,95.540000,95.540000
757,forwarded,0.000000,95.660000,95.660000
758,forwarded,0.000000,95.760000,95.760000
759,forwarded,0.000000,95.880000,95.880000
